Tanggal;Provinsi;Kondisi Penyerta;Total
2021-05-19;KEPULAUAN RIAU;Hipertensi;4148
2021-05-25;KEPULAUAN RIAU;Hipertensi;4529
2021-05-26;KEPULAUAN RIAU;Hipertensi;4586
2021-05-29;KEPULAUAN RIAU;Hipertensi;4912
2021-05-31;KEPULAUAN RIAU;Hipertensi;5048
2021-06-02;KEPULAUAN RIAU;Hipertensi;5222
2021-06-10;KEPULAUAN RIAU;Hipertensi;5865
2021-06-12;KEPULAUAN RIAU;Hipertensi;6040
2021-06-13;KEPULAUAN RIAU;Hipertensi;6104
2021-03-24;LAMPUNG;Hipertensi;4110
2021-03-28;LAMPUNG;Hipertensi;4163
2021-04-07;LAMPUNG;Hipertensi;4295
2021-04-12;LAMPUNG;Hipertensi;4373
2021-04-15;LAMPUNG;Hipertensi;4429
2021-04-16;LAMPUNG;Hipertensi;4449
2021-04-17;LAMPUNG;Hipertensi;4470
2021-04-18;LAMPUNG;Hipertensi;4496
2021-04-19;LAMPUNG;Hipertensi;4524
2021-04-20;LAMPUNG;Hipertensi;4556
2021-04-21;LAMPUNG;Hipertensi;4582
2021-04-22;LAMPUNG;Hipertensi;4601
2021-04-23;LAMPUNG;Hipertensi;4625
2021-04-24;LAMPUNG;Hipertensi;4646
2021-04-25;LAMPUNG;Hipertensi;4670
2021-04-26;LAMPUNG;Hipertensi;4690
2021-04-27;LAMPUNG;Hipertensi;4711
2021-04-30;LAMPUNG;Hipertensi;4793
2021-05-01;LAMPUNG;Hipertensi;4812
2021-05-02;LAMPUNG;Hipertensi;4835
2021-05-04;LAMPUNG;Hipertensi;4879
2021-05-06;LAMPUNG;Hipertensi;4922
2021-05-08;LAMPUNG;Hipertensi;4961
2021-05-10;LAMPUNG;Hipertensi;4991
2021-05-13;LAMPUNG;Hipertensi;5057
2021-05-14;LAMPUNG;Hipertensi;5066
2021-05-16;LAMPUNG;Hipertensi;5103
2021-05-19;LAMPUNG;Hipertensi;5156
2021-05-25;LAMPUNG;Hipertensi;5309
2021-05-26;LAMPUNG;Hipertensi;5331
2021-05-29;LAMPUNG;Hipertensi;5403
2021-05-31;LAMPUNG;Hipertensi;5459
2021-06-02;LAMPUNG;Hipertensi;5515
2021-06-10;LAMPUNG;Hipertensi;5750
2021-06-12;LAMPUNG;Hipertensi;5805
2021-06-13;LAMPUNG;Hipertensi;5839
2021-03-24;MALUKU;Hipertensi;2185
2021-03-28;MALUKU;Hipertensi;2202
2021-04-07;MALUKU;Hipertensi;2218
2021-04-12;MALUKU;Hipertensi;2231
2021-04-15;MALUKU;Hipertensi;2237
2021-04-16;MALUKU;Hipertensi;2238
2021-04-17;MALUKU;Hipertensi;2242
2021-04-18;MALUKU;Hipertensi;2246
2021-04-19;MALUKU;Hipertensi;2246
2021-04-20;MALUKU;Hipertensi;2247
2021-04-21;MALUKU;Hipertensi;2250
2021-04-22;MALUKU;Hipertensi;2250
2021-04-23;MALUKU;Hipertensi;2252
2021-04-24;MALUKU;Hipertensi;2252
2021-04-25;MALUKU;Hipertensi;2255
2021-04-26;MALUKU;Hipertensi;2255
2021-04-27;MALUKU;Hipertensi;2255
2021-04-30;MALUKU;Hipertensi;2259
2021-05-01;MALUKU;Hipertensi;2259
2021-05-02;MALUKU;Hipertensi;2261
2021-05-04;MALUKU;Hipertensi;2265
2021-05-06;MALUKU;Hipertensi;2272
2021-05-08;MALUKU;Hipertensi;2278
2021-05-10;MALUKU;Hipertensi;2279
2021-05-13;MALUKU;Hipertensi;2279
2021-05-14;MALUKU;Hipertensi;2289
2021-05-16;MALUKU;Hipertensi;2291
2021-05-19;MALUKU;Hipertensi;2297
2021-05-25;MALUKU;Hipertensi;2315
2021-05-26;MALUKU;Hipertensi;2315
2021-05-29;MALUKU;Hipertensi;2322
2021-05-31;MALUKU;Hipertensi;2323
2021-06-02;MALUKU;Hipertensi;2323
2021-06-10;MALUKU;Hipertensi;2348
2021-06-12;MALUKU;Hipertensi;2357
2021-06-13;MALUKU;Hipertensi;2366
2021-03-24;MALUKU UTARA;Hipertensi;1285
2021-03-28;MALUKU UTARA;Hipertensi;1291
2021-04-07;MALUKU UTARA;Hipertensi;1305
2021-04-12;MALUKU UTARA;Hipertensi;1307
2021-04-15;MALUKU UTARA;Hipertensi;1311
2021-04-16;MALUKU UTARA;Hipertensi;1311
2021-04-17;MALUKU UTARA;Hipertensi;1313
2021-04-18;MALUKU UTARA;Hipertensi;1314
2021-04-19;MALUKU UTARA;Hipertensi;1315
2021-04-20;MALUKU UTARA;Hipertensi;1316
2021-04-21;MALUKU UTARA;Hipertensi;1319
2021-04-22;MALUKU UTARA;Hipertensi;1320
2021-04-23;MALUKU UTARA;Hipertensi;1321
2021-04-24;MALUKU UTARA;Hipertensi;1322
2021-04-25;MALUKU UTARA;Hipertensi;1324
2021-04-26;MALUKU UTARA;Hipertensi;1324
2021-04-27;MALUKU UTARA;Hipertensi;1324
2021-04-30;MALUKU UTARA;Hipertensi;1325
2021-05-01;MALUKU UTARA;Hipertensi;1325
2021-05-02;MALUKU UTARA;Hipertensi;1325
2021-05-04;MALUKU UTARA;Hipertensi;1326
2021-05-06;MALUKU UTARA;Hipertensi;1329
2021-05-08;MALUKU UTARA;Hipertensi;1330
2021-05-10;MALUKU UTARA;Hipertensi;1330
2021-05-13;MALUKU UTARA;Hipertensi;1332
2021-05-14;MALUKU UTARA;Hipertensi;1332
2021-05-16;MALUKU UTARA;Hipertensi;1335
2021-05-19;MALUKU UTARA;Hipertensi;1337
2021-05-25;MALUKU UTARA;Hipertensi;1347
2021-05-26;MALUKU UTARA;Hipertensi;1347
2021-05-29;MALUKU UTARA;Hipertensi;1349
2021-05-31;MALUKU UTARA;Hipertensi;1355
2021-06-02;MALUKU UTARA;Hipertensi;1357
2021-06-10;MALUKU UTARA;Hipertensi;1375
2021-06-12;MALUKU UTARA;Hipertensi;1380
2021-06-13;MALUKU UTARA;Hipertensi;1384
2021-03-24;NUSA TENGGARA BARAT;Hipertensi;2808
2021-03-28;NUSA TENGGARA BARAT;Hipertensi;2838
2021-04-07;NUSA TENGGARA BARAT;Hipertensi;2919
2021-04-12;NUSA TENGGARA BARAT;Hipertensi;2960
2021-04-15;NUSA TENGGARA BARAT;Hipertensi;2977
2021-04-16;NUSA TENGGARA BARAT;Hipertensi;3003
2021-04-17;NUSA TENGGARA BARAT;Hipertensi;3013
2021-04-18;NUSA TENGGARA BARAT;Hipertensi;3013
2021-04-19;NUSA TENGGARA BARAT;Hipertensi;3028
2021-04-20;NUSA TENGGARA BARAT;Hipertensi;3034
2021-04-21;NUSA TENGGARA BARAT;Hipertensi;3046
2021-04-22;NUSA TENGGARA BARAT;Hipertensi;3051
2021-04-23;NUSA TENGGARA BARAT;Hipertensi;3051
2021-04-24;NUSA TENGGARA BARAT;Hipertensi;3051
2021-04-25;NUSA TENGGARA BARAT;Hipertensi;3052
2021-04-26;NUSA TENGGARA BARAT;Hipertensi;3070
2021-04-27;NUSA TENGGARA BARAT;Hipertensi;3087
2021-04-30;NUSA TENGGARA BARAT;Hipertensi;3132
2021-05-01;NUSA TENGGARA BARAT;Hipertensi;3138
2021-05-02;NUSA TENGGARA BARAT;Hipertensi;3146
2021-05-04;NUSA TENGGARA BARAT;Hipertensi;3194
2021-05-06;NUSA TENGGARA BARAT;Hipertensi;3208
2021-05-08;NUSA TENGGARA BARAT;Hipertensi;3223
2021-05-10;NUSA TENGGARA BARAT;Hipertensi;3232
2021-05-13;NUSA TENGGARA BARAT;Hipertensi;3245
2021-05-14;NUSA TENGGARA BARAT;Hipertensi;3248
2021-05-16;NUSA TENGGARA BARAT;Hipertensi;3255
2021-05-19;NUSA TENGGARA BARAT;Hipertensi;3290
2021-05-25;NUSA TENGGARA BARAT;Hipertensi;3334
2021-05-26;NUSA TENGGARA BARAT;Hipertensi;3341
2021-05-29;NUSA TENGGARA BARAT;Hipertensi;3493
2021-05-31;NUSA TENGGARA BARAT;Hipertensi;3587
2021-06-02;NUSA TENGGARA BARAT;Hipertensi;3648
2021-06-10;NUSA TENGGARA BARAT;Hipertensi;3771
2021-06-12;NUSA TENGGARA BARAT;Hipertensi;3783
2021-06-13;NUSA TENGGARA BARAT;Hipertensi;3786
2021-03-24;NUSA TENGGARA TIMUR;Hipertensi;3604
2021-03-28;NUSA TENGGARA TIMUR;Hipertensi;3654
2021-04-07;NUSA TENGGARA TIMUR;Hipertensi;3805
2021-04-12;NUSA TENGGARA TIMUR;Hipertensi;3853
2021-04-15;NUSA TENGGARA TIMUR;Hipertensi;3920
2021-04-16;NUSA TENGGARA TIMUR;Hipertensi;3959
2021-04-17;NUSA TENGGARA TIMUR;Hipertensi;3966
2021-04-18;NUSA TENGGARA TIMUR;Hipertensi;3967
2021-04-19;NUSA TENGGARA TIMUR;Hipertensi;3975
2021-04-20;NUSA TENGGARA TIMUR;Hipertensi;4049
2021-04-21;NUSA TENGGARA TIMUR;Hipertensi;4135
2021-04-22;NUSA TENGGARA TIMUR;Hipertensi;4172
2021-04-23;NUSA TENGGARA TIMUR;Hipertensi;4180
2021-04-24;NUSA TENGGARA TIMUR;Hipertensi;4196
2021-04-25;NUSA TENGGARA TIMUR;Hipertensi;4200
2021-04-26;NUSA TENGGARA TIMUR;Hipertensi;4222
2021-04-27;NUSA TENGGARA TIMUR;Hipertensi;4260
2021-04-30;NUSA TENGGARA TIMUR;Hipertensi;4306
2021-05-01;NUSA TENGGARA TIMUR;Hipertensi;4315
2021-05-02;NUSA TENGGARA TIMUR;Hipertensi;4391
2021-05-04;NUSA TENGGARA TIMUR;Hipertensi;4427
2021-05-06;NUSA TENGGARA TIMUR;Hipertensi;4525
2021-05-08;NUSA TENGGARA TIMUR;Hipertensi;4575
2021-05-10;NUSA TENGGARA TIMUR;Hipertensi;4609
2021-05-13;NUSA TENGGARA TIMUR;Hipertensi;4650
2021-05-14;NUSA TENGGARA TIMUR;Hipertensi;4673
2021-05-16;NUSA TENGGARA TIMUR;Hipertensi;4675
2021-05-19;NUSA TENGGARA TIMUR;Hipertensi;4709
2021-05-25;NUSA TENGGARA TIMUR;Hipertensi;4766
2021-05-26;NUSA TENGGARA TIMUR;Hipertensi;4772
2021-05-29;NUSA TENGGARA TIMUR;Hipertensi;4826
2021-05-31;NUSA TENGGARA TIMUR;Hipertensi;4878
2021-06-02;NUSA TENGGARA TIMUR;Hipertensi;4899
2021-06-10;NUSA TENGGARA TIMUR;Hipertensi;5113
2021-06-12;NUSA TENGGARA TIMUR;Hipertensi;5131
2021-06-13;NUSA TENGGARA TIMUR;Hipertensi;5149
2021-03-24;PAPUA;Hipertensi;5726
2021-03-28;PAPUA;Hipertensi;5829
2021-04-07;PAPUA;Hipertensi;5936
2021-04-12;PAPUA;Hipertensi;6016
2021-04-15;PAPUA;Hipertensi;6038
2021-04-16;PAPUA;Hipertensi;6051
2021-04-17;PAPUA;Hipertensi;6055
2021-04-18;PAPUA;Hipertensi;6057
2021-04-19;PAPUA;Hipertensi;6066
2021-04-20;PAPUA;Hipertensi;6070
2021-04-21;PAPUA;Hipertensi;6077
2021-04-22;PAPUA;Hipertensi;6081
2021-04-23;PAPUA;Hipertensi;6084
2021-04-24;PAPUA;Hipertensi;6085
2021-04-25;PAPUA;Hipertensi;6088
2021-04-26;PAPUA;Hipertensi;6088
2021-04-27;PAPUA;Hipertensi;6092
2021-04-30;PAPUA;Hipertensi;6110
2021-05-01;PAPUA;Hipertensi;6110
2021-05-02;PAPUA;Hipertensi;6110
2021-05-04;PAPUA;Hipertensi;6110
2021-05-06;PAPUA;Hipertensi;6122
2021-05-08;PAPUA;Hipertensi;6123
2021-05-10;PAPUA;Hipertensi;6128
2021-05-13;PAPUA;Hipertensi;6130
2021-05-14;PAPUA;Hipertensi;6130
2021-05-16;PAPUA;Hipertensi;6130
2021-05-19;PAPUA;Hipertensi;6130
2021-05-25;PAPUA;Hipertensi;6138
2021-05-26;PAPUA;Hipertensi;6138
2021-05-29;PAPUA;Hipertensi;6138
2021-05-31;PAPUA;Hipertensi;6138
2021-06-02;PAPUA;Hipertensi;6138
2021-06-10;PAPUA;Hipertensi;6163
2021-06-12;PAPUA;Hipertensi;6178
2021-06-13;PAPUA;Hipertensi;6180
2021-03-24;PAPUA BARAT;Hipertensi;2445
2021-03-28;PAPUA BARAT;Hipertensi;2479
2021-04-07;PAPUA BARAT;Hipertensi;2536
2021-04-12;PAPUA BARAT;Hipertensi;2563
2021-04-15;PAPUA BARAT;Hipertensi;2594
2021-04-16;PAPUA BARAT;Hipertensi;2603
2021-04-17;PAPUA BARAT;Hipertensi;2611
2021-04-18;PAPUA BARAT;Hipertensi;2616
2021-04-19;PAPUA BARAT;Hipertensi;2618
2021-04-20;PAPUA BARAT;Hipertensi;2622
2021-04-21;PAPUA BARAT;Hipertensi;2626
2021-04-22;PAPUA BARAT;Hipertensi;2635
2021-04-23;PAPUA BARAT;Hipertensi;2642
2021-04-24;PAPUA BARAT;Hipertensi;2648
2021-04-25;PAPUA BARAT;Hipertensi;2649
2021-04-26;PAPUA BARAT;Hipertensi;2652
2021-04-27;PAPUA BARAT;Hipertensi;2664
2021-04-30;PAPUA BARAT;Hipertensi;2683
2021-05-01;PAPUA BARAT;Hipertensi;2692
2021-05-02;PAPUA BARAT;Hipertensi;2696
2021-05-04;PAPUA BARAT;Hipertensi;2702
2021-05-06;PAPUA BARAT;Hipertensi;2712
2021-05-08;PAPUA BARAT;Hipertensi;2724
2021-05-10;PAPUA BARAT;Hipertensi;2729
2021-05-13;PAPUA BARAT;Hipertensi;2742
2021-05-14;PAPUA BARAT;Hipertensi;2743
2021-05-16;PAPUA BARAT;Hipertensi;2747
2021-05-19;PAPUA BARAT;Hipertensi;2755
2021-05-25;PAPUA BARAT;Hipertensi;2775
2021-05-26;PAPUA BARAT;Hipertensi;2780
2021-05-29;PAPUA BARAT;Hipertensi;2788
2021-05-31;PAPUA BARAT;Hipertensi;2795
2021-06-02;PAPUA BARAT;Hipertensi;2799
2021-06-10;PAPUA BARAT;Hipertensi;2827
2021-06-12;PAPUA BARAT;Hipertensi;2835
2021-06-13;PAPUA BARAT;Hipertensi;2839
2021-03-24;RIAU;Hipertensi;10160
2021-03-28;RIAU;Hipertensi;10317
2021-04-07;RIAU;Hipertensi;10802
2021-04-12;RIAU;Hipertensi;11142
2021-04-15;RIAU;Hipertensi;11399
2021-04-16;RIAU;Hipertensi;11470
2021-04-17;RIAU;Hipertensi;11566
2021-04-18;RIAU;Hipertensi;11665
2021-04-19;RIAU;Hipertensi;11733
2021-04-20;RIAU;Hipertensi;11856
2021-04-21;RIAU;Hipertensi;11994
2021-04-22;RIAU;Hipertensi;12120
2021-04-23;RIAU;Hipertensi;12263
2021-04-24;RIAU;Hipertensi;12389
2021-04-25;RIAU;Hipertensi;12510
2021-04-26;RIAU;Hipertensi;12695
2021-04-27;RIAU;Hipertensi;12809
2021-04-30;RIAU;Hipertensi;13283
2021-05-01;RIAU;Hipertensi;13396
2021-05-02;RIAU;Hipertensi;13571
2021-05-04;RIAU;Hipertensi;13818
2021-05-06;RIAU;Hipertensi;14145
2021-05-08;RIAU;Hipertensi;14530
2021-05-10;RIAU;Hipertensi;14831
2021-05-13;RIAU;Hipertensi;15318
2021-05-14;RIAU;Hipertensi;15352
2021-05-16;RIAU;Hipertensi;15502
2021-05-19;RIAU;Hipertensi;15809
2021-05-25;RIAU;Hipertensi;16850
2021-05-26;RIAU;Hipertensi;17072
2021-05-29;RIAU;Hipertensi;17661
2021-05-31;RIAU;Hipertensi;18021
2021-06-02;RIAU;Hipertensi;18341
2021-06-10;RIAU;Hipertensi;19393
2021-06-12;RIAU;Hipertensi;19625
2021-06-13;RIAU;Hipertensi;19722
2021-03-24;SULAWESI BARAT;Hipertensi;1607
2021-03-28;SULAWESI BARAT;Hipertensi;1609
2021-04-07;SULAWESI BARAT;Hipertensi;1613
2021-04-12;SULAWESI BARAT;Hipertensi;1617
2021-04-15;SULAWESI BARAT;Hipertensi;1619
2021-04-16;SULAWESI BARAT;Hipertensi;1621
2021-04-17;SULAWESI BARAT;Hipertensi;1621
2021-04-18;SULAWESI BARAT;Hipertensi;1621
2021-04-19;SULAWESI BARAT;Hipertensi;1622
2021-04-20;SULAWESI BARAT;Hipertensi;1624
2021-04-21;SULAWESI BARAT;Hipertensi;1627
2021-04-22;SULAWESI BARAT;Hipertensi;1629
2021-04-23;SULAWESI BARAT;Hipertensi;1630
2021-04-24;SULAWESI BARAT;Hipertensi;1631
2021-04-25;SULAWESI BARAT;Hipertensi;1633
2021-04-26;SULAWESI BARAT;Hipertensi;1633
2021-04-27;SULAWESI BARAT;Hipertensi;1633
2021-04-30;SULAWESI BARAT;Hipertensi;1634
2021-05-01;SULAWESI BARAT;Hipertensi;1635
2021-05-02;SULAWESI BARAT;Hipertensi;1642
2021-05-04;SULAWESI BARAT;Hipertensi;1642
2021-05-06;SULAWESI BARAT;Hipertensi;1643
2021-05-08;SULAWESI BARAT;Hipertensi;1643
2021-05-10;SULAWESI BARAT;Hipertensi;1644
2021-05-13;SULAWESI BARAT;Hipertensi;1646
2021-05-14;SULAWESI BARAT;Hipertensi;1646
2021-05-16;SULAWESI BARAT;Hipertensi;1647
2021-05-19;SULAWESI BARAT;Hipertensi;1649
2021-05-25;SULAWESI BARAT;Hipertensi;1649
2021-05-26;SULAWESI BARAT;Hipertensi;1649
2021-05-29;SULAWESI BARAT;Hipertensi;1650
2021-05-31;SULAWESI BARAT;Hipertensi;1650
2021-06-02;SULAWESI BARAT;Hipertensi;1653
2021-06-10;SULAWESI BARAT;Hipertensi;1679
2021-06-12;SULAWESI BARAT;Hipertensi;1684
2021-06-13;SULAWESI BARAT;Hipertensi;1684
2021-03-24;SULAWESI SELATAN;Hipertensi;17765
2021-03-28;SULAWESI SELATAN;Hipertensi;17816
2021-04-07;SULAWESI SELATAN;Hipertensi;18093
2021-04-12;SULAWESI SELATAN;Hipertensi;18214
2021-04-15;SULAWESI SELATAN;Hipertensi;18305
2021-04-16;SULAWESI SELATAN;Hipertensi;18319
2021-04-17;SULAWESI SELATAN;Hipertensi;18329
2021-04-18;SULAWESI SELATAN;Hipertensi;18336
2021-04-19;SULAWESI SELATAN;Hipertensi;18341
2021-04-20;SULAWESI SELATAN;Hipertensi;18365
2021-04-21;SULAWESI SELATAN;Hipertensi;18384
2021-04-22;SULAWESI SELATAN;Hipertensi;18390
2021-04-23;SULAWESI SELATAN;Hipertensi;18398
2021-04-24;SULAWESI SELATAN;Hipertensi;18402
2021-04-25;SULAWESI SELATAN;Hipertensi;18404
2021-04-26;SULAWESI SELATAN;Hipertensi;18409
2021-04-27;SULAWESI SELATAN;Hipertensi;18426
2021-04-30;SULAWESI SELATAN;Hipertensi;18449
2021-05-01;SULAWESI SELATAN;Hipertensi;18456
2021-05-02;SULAWESI SELATAN;Hipertensi;18457
2021-05-04;SULAWESI SELATAN;Hipertensi;18467
2021-05-06;SULAWESI SELATAN;Hipertensi;18474
2021-05-08;SULAWESI SELATAN;Hipertensi;18488
2021-05-10;SULAWESI SELATAN;Hipertensi;18499
2021-05-13;SULAWESI SELATAN;Hipertensi;18511
2021-05-14;SULAWESI SELATAN;Hipertensi;18512
2021-05-16;SULAWESI SELATAN;Hipertensi;18514
2021-05-19;SULAWESI SELATAN;Hipertensi;18539
2021-05-25;SULAWESI SELATAN;Hipertensi;18605
2021-05-26;SULAWESI SELATAN;Hipertensi;18607
2021-05-29;SULAWESI SELATAN;Hipertensi;18632
2021-05-31;SULAWESI SELATAN;Hipertensi;18653
2021-06-02;SULAWESI SELATAN;Hipertensi;18669
2021-06-10;SULAWESI SELATAN;Hipertensi;18776
2021-06-12;SULAWESI SELATAN;Hipertensi;18797
2021-06-13;SULAWESI SELATAN;Hipertensi;18802
2021-03-24;SULAWESI TENGAH;Hipertensi;3306
2021-03-28;SULAWESI TENGAH;Hipertensi;3332
2021-04-07;SULAWESI TENGAH;Hipertensi;3427
2021-04-12;SULAWESI TENGAH;Hipertensi;3474
2021-04-15;SULAWESI TENGAH;Hipertensi;3517
2021-04-16;SULAWESI TENGAH;Hipertensi;3524
2021-04-17;SULAWESI TENGAH;Hipertensi;3545
2021-04-18;SULAWESI TENGAH;Hipertensi;3548
2021-04-19;SULAWESI TENGAH;Hipertensi;3572
2021-04-20;SULAWESI TENGAH;Hipertensi;3576
2021-04-21;SULAWESI TENGAH;Hipertensi;3584
2021-04-22;SULAWESI TENGAH;Hipertensi;3586
2021-04-23;SULAWESI TENGAH;Hipertensi;3598
2021-04-24;SULAWESI TENGAH;Hipertensi;3611
2021-04-25;SULAWESI TENGAH;Hipertensi;3614
2021-04-26;SULAWESI TENGAH;Hipertensi;3626
2021-04-27;SULAWESI TENGAH;Hipertensi;3638
2021-04-30;SULAWESI TENGAH;Hipertensi;3685
2021-05-01;SULAWESI TENGAH;Hipertensi;3691
2021-05-02;SULAWESI TENGAH;Hipertensi;3695
2021-05-04;SULAWESI TENGAH;Hipertensi;3718
2021-05-06;SULAWESI TENGAH;Hipertensi;3741
2021-05-08;SULAWESI TENGAH;Hipertensi;3755
2021-05-10;SULAWESI TENGAH;Hipertensi;3762
2021-05-13;SULAWESI TENGAH;Hipertensi;3800
2021-05-14;SULAWESI TENGAH;Hipertensi;3804
2021-05-16;SULAWESI TENGAH;Hipertensi;3806
2021-05-19;SULAWESI TENGAH;Hipertensi;3817
2021-05-25;SULAWESI TENGAH;Hipertensi;3841
2021-05-26;SULAWESI TENGAH;Hipertensi;3846
2021-05-29;SULAWESI TENGAH;Hipertensi;3864
2021-05-31;SULAWESI TENGAH;Hipertensi;3869
2021-06-02;SULAWESI TENGAH;Hipertensi;3880
2021-06-10;SULAWESI TENGAH;Hipertensi;3916
2021-06-12;SULAWESI TENGAH;Hipertensi;3921
2021-06-13;SULAWESI TENGAH;Hipertensi;3924
2021-03-24;SULAWESI TENGGARA;Hipertensi;3068
2021-03-28;SULAWESI TENGGARA;Hipertensi;3075
2021-04-07;SULAWESI TENGGARA;Hipertensi;3089
2021-04-12;SULAWESI TENGGARA;Hipertensi;3096
2021-04-15;SULAWESI TENGGARA;Hipertensi;3098
2021-04-16;SULAWESI TENGGARA;Hipertensi;3099
2021-04-17;SULAWESI TENGGARA;Hipertensi;3101
2021-04-18;SULAWESI TENGGARA;Hipertensi;3104
2021-04-19;SULAWESI TENGGARA;Hipertensi;3106
2021-04-20;SULAWESI TENGGARA;Hipertensi;3108
2021-04-21;SULAWESI TENGGARA;Hipertensi;3109
2021-04-22;SULAWESI TENGGARA;Hipertensi;3112
2021-04-23;SULAWESI TENGGARA;Hipertensi;3115
2021-04-24;SULAWESI TENGGARA;Hipertensi;3116
2021-04-25;SULAWESI TENGGARA;Hipertensi;3116
2021-04-26;SULAWESI TENGGARA;Hipertensi;3117
2021-04-27;SULAWESI TENGGARA;Hipertensi;3119
2021-04-30;SULAWESI TENGGARA;Hipertensi;3126
2021-05-01;SULAWESI TENGGARA;Hipertensi;3128
2021-05-02;SULAWESI TENGGARA;Hipertensi;3128
2021-05-04;SULAWESI TENGGARA;Hipertensi;3129
2021-05-06;SULAWESI TENGGARA;Hipertensi;3133
2021-05-08;SULAWESI TENGGARA;Hipertensi;3135
2021-05-10;SULAWESI TENGGARA;Hipertensi;3137
2021-05-13;SULAWESI TENGGARA;Hipertensi;3141
2021-05-14;SULAWESI TENGGARA;Hipertensi;3141
2021-05-16;SULAWESI TENGGARA;Hipertensi;3141
2021-05-19;SULAWESI TENGGARA;Hipertensi;3143
2021-05-25;SULAWESI TENGGARA;Hipertensi;3149
2021-05-26;SULAWESI TENGGARA;Hipertensi;3149
2021-05-29;SULAWESI TENGGARA;Hipertensi;3154
2021-05-31;SULAWESI TENGGARA;Hipertensi;3156
2021-06-02;SULAWESI TENGGARA;Hipertensi;3157
2021-06-10;SULAWESI TENGGARA;Hipertensi;3172
2021-06-12;SULAWESI TENGGARA;Hipertensi;3176
2021-06-13;SULAWESI TENGGARA;Hipertensi;3179
2021-03-24;SULAWESI UTARA;Hipertensi;4584
2021-03-28;SULAWESI UTARA;Hipertensi;4605
2021-04-07;SULAWESI UTARA;Hipertensi;4621
2021-04-12;SULAWESI UTARA;Hipertensi;4629
2021-04-15;SULAWESI UTARA;Hipertensi;4642
2021-04-16;SULAWESI UTARA;Hipertensi;4644
2021-04-17;SULAWESI UTARA;Hipertensi;4645
2021-04-18;SULAWESI UTARA;Hipertensi;4645
2021-04-19;SULAWESI UTARA;Hipertensi;4647
2021-04-20;SULAWESI UTARA;Hipertensi;4648
2021-04-21;SULAWESI UTARA;Hipertensi;4648
2021-04-22;SULAWESI UTARA;Hipertensi;4654
2021-04-23;SULAWESI UTARA;Hipertensi;4674
2021-04-24;SULAWESI UTARA;Hipertensi;4676
2021-04-25;SULAWESI UTARA;Hipertensi;4689
2021-04-26;SULAWESI UTARA;Hipertensi;4690
2021-04-27;SULAWESI UTARA;Hipertensi;4691
2021-04-30;SULAWESI UTARA;Hipertensi;4695
2021-05-01;SULAWESI UTARA;Hipertensi;4697
2021-05-02;SULAWESI UTARA;Hipertensi;4697
2021-05-04;SULAWESI UTARA;Hipertensi;4699
2021-05-06;SULAWESI UTARA;Hipertensi;4700
2021-05-08;SULAWESI UTARA;Hipertensi;4704
2021-05-10;SULAWESI UTARA;Hipertensi;4705
2021-05-13;SULAWESI UTARA;Hipertensi;4717
2021-05-14;SULAWESI UTARA;Hipertensi;4717
2021-05-16;SULAWESI UTARA;Hipertensi;4717
2021-05-19;SULAWESI UTARA;Hipertensi;4718
2021-05-25;SULAWESI UTARA;Hipertensi;4727
2021-05-26;SULAWESI UTARA;Hipertensi;4728
2021-05-29;SULAWESI UTARA;Hipertensi;4730
2021-05-31;SULAWESI UTARA;Hipertensi;4732
2021-06-02;SULAWESI UTARA;Hipertensi;4735
2021-06-10;SULAWESI UTARA;Hipertensi;4753
2021-06-12;SULAWESI UTARA;Hipertensi;4757
2021-06-13;SULAWESI UTARA;Hipertensi;4758
2021-03-24;SUMATERA BARAT;Hipertensi;9304
2021-03-28;SUMATERA BARAT;Hipertensi;9437
2021-04-07;SUMATERA BARAT;Hipertensi;9732
2021-04-12;SUMATERA BARAT;Hipertensi;9938
2021-04-15;SUMATERA BARAT;Hipertensi;10068
2021-04-16;SUMATERA BARAT;Hipertensi;10118
2021-04-17;SUMATERA BARAT;Hipertensi;10180
2021-04-18;SUMATERA BARAT;Hipertensi;10241
2021-04-19;SUMATERA BARAT;Hipertensi;10268
2021-04-20;SUMATERA BARAT;Hipertensi;10321
2021-04-21;SUMATERA BARAT;Hipertensi;10475
2021-04-22;SUMATERA BARAT;Hipertensi;10561
2021-04-23;SUMATERA BARAT;Hipertensi;10630
2021-04-24;SUMATERA BARAT;Hipertensi;10719
2021-04-25;SUMATERA BARAT;Hipertensi;10789
2021-04-26;SUMATERA BARAT;Hipertensi;10817
2021-04-27;SUMATERA BARAT;Hipertensi;10880
2021-04-30;SUMATERA BARAT;Hipertensi;11079
2021-05-01;SUMATERA BARAT;Hipertensi;11133
2021-05-02;SUMATERA BARAT;Hipertensi;11214
2021-05-04;SUMATERA BARAT;Hipertensi;11275
2021-05-06;SUMATERA BARAT;Hipertensi;11478
2021-05-08;SUMATERA BARAT;Hipertensi;11653
2021-05-10;SUMATERA BARAT;Hipertensi;11803
2021-05-13;SUMATERA BARAT;Hipertensi;12033
2021-05-14;SUMATERA BARAT;Hipertensi;12033
2021-05-16;SUMATERA BARAT;Hipertensi;12076
2021-05-19;SUMATERA BARAT;Hipertensi;12271
2021-05-25;SUMATERA BARAT;Hipertensi;12817
2021-05-26;SUMATERA BARAT;Hipertensi;12904
2021-05-29;SUMATERA BARAT;Hipertensi;13157
